budget,genres,id,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,vote_average,vote_count
15000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",297596,en,10.480089999999999,"[{""name"": ""TinRes Entertainment"", ""id"": 20658}, {""name"": ""Over Under Media"", ""id"": 40541}]","[{""iso_3166_1"": ""BS"", ""name"": ""Bahamas""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-04,0,94.0,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ro"", ""name"": ""Rom\u00e2n\u0103""}]",4.5,118
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",299552,en,1.136568,"[{""name"": ""Jewson Film"", ""id"": 44241}, {""name"": ""Born of War"", ""id"": 44242}]","[{""iso_3166_1"": ""CY"", ""name"": ""Cyprus""}, {""iso_3166_1"": ""JO"", ""name"": ""Jordan""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2013-12-05,0,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",4.1,7
5000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",11935,en,11.095219,"[{""name"": ""Associated General Films"", ""id"": 4377}, {""name"": ""Incorporated Television Company (ITC)"", ""id"": 15980}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1977-12-10,0,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.4,131
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",113406,en,0.40703,"[{""name"": ""Phillybrook Films"", ""id"": 65147}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-04-28,0,0.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",0.0,0
0,"[{""id"": 10751, ""name"": ""Family""}]",447027,en,0.028756,"[{""name"": ""New Kingdom Pictures"", ""id"": 41671}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-10-27,0,88.0,[],0.0,0
5000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",290825,en,8.618793,"[{""name"": ""Invincible Pictures Corp."", ""id"": 16301}, {""name"": ""Abbolita Productions"", ""id"": 23700}, {""name"": ""Destro Films"", ""id"": 35043}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-07-08,0,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",4.7,102
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",361159,en,2.394613,"[{""name"": ""Hollywood Media Bridge"", ""id"": 3546}, {""name"": ""Throne Productions"", ""id"": 63993}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-10-08,0,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",3.5,36
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",12555,cs,2.387463,[],"[{""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""SK"", ""name"": ""Slovakia""}]",2006-12-19,0,120.0,"[{""iso_639_1"": ""pl"", ""name"": ""Polski""}, {""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}]",7.0,22
5000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",31175,de,5.461487,"[{""name"": ""Coraz\u00f3n International"", ""id"": 200}, {""name"": ""Biograf Jan Sv\u011br\u00e1k"", ""id"": 6419}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2009-09-09,17872796,99.0,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}]",7.1,116
1000000,"[{""id"": 18, ""name"": ""Drama""}]",12498,en,14.805264000000001,"[{""name"": ""Miramax Films"", ""id"": 14}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-08-30,24475416,135.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7.4,231
4798235,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",77949,en,25.30216,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Studio Canal"", ""id"": 5870}, {""name"": ""Creative Scotland"", ""id"": 8087}, {""name"": ""Origin Pictures"", ""id"": 8088}, {""name"": ""Lipsync Productions"", ""id"": 9987}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2011-08-17,209696,107.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",6.3,458
4800000,"[{""id"": 27, ""name"": ""Horror""}]",1690,en,38.831920000000004,"[{""name"": ""International Production Company"", ""id"": 1507}, {""name"": ""Raw Nerve"", ""id"": 1631}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Next Entertainment"", ""id"": 1633}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Hostel LLC"", ""id"": 17793}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-01-06,80578934,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.7,887
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",8435,en,3.5007410000000005,"[{""name"": ""Revolution Films"", ""id"": 163}, {""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Baby Cow Productions"", ""id"": 1219}, {""name"": ""EM Media"", ""id"": 1917}, {""name"": ""Scion Films"", ""id"": 7419}, {""name"": ""East Midlands Media Initiative"", ""id"": 89041}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2005-07-17,0,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.2,43
5000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",64720,en,19.807295,"[{""name"": ""Hydraulx"", ""id"": 10936}, {""name"": ""REI Capital"", ""id"": 21925}, {""name"": ""Grove Hill Productions"", ""id"": 21926}, {""name"": ""Strange Matter Films"", ""id"": 21927}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-11-25,3099314,120.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7.1,471
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",49365,en,1.435742,"[{""name"": ""New Sky Communications Inc."", ""id"": 54531}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1988-04-22,0,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.3,25
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",11404,en,7.6678880000000005,[],"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2006-04-30,0,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.3,47
5000000,"[{""id"": 35, ""name"": ""Comedy""}]",300706,en,8.496364,"[{""name"": ""Lost Rhino Films"", ""id"": 39328}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-23,0,81.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.5,76
4700000,"[{""id"": 27, ""name"": ""Horror""}]",16337,en,9.617777,"[{""name"": ""Cannon Films"", ""id"": 4110}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1986-08-22,8025872,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.9,139
4638783,"[{""id"": 37, ""name"": ""Western""}]",11577,en,4.4952559999999995,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1973-05-23,11000000,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7.2,65
4800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",77987,en,35.754865,"[{""name"": ""Gaumont"", ""id"": 9}, {""name"": ""Wild Bunch"", ""id"": 856}, {""name"": ""Bold Films"", ""id"": 2266}, {""name"": ""Film i V\u00e4st"", ""id"": 17513}, {""name"": ""A Grand Elephant"", ""id"": 19865}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DK"", ""name"": ""Denmark""}, {""iso_3166_1"": ""SE"", ""name"": ""Sweden""}, {""iso_3166_1"": ""TH"", ""name"": ""Thailand""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-05-30,10337387,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",5.6,862
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",40185,fr,0.20323,[],"[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",2005-10-13,0,80.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",4.8,4
4,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",68202,en,0.28076,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-06-29,0,83.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",4.6,8
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",8981,en,3.1131900000000003,"[{""name"": ""Scottish Screen"", ""id"": 698}, {""name"": ""Path\u00e9 Pictures International"", ""id"": 1178}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Inside Track Productions"", ""id"": 52723}, {""name"": ""Sigma Films"", ""id"": 53874}, {""name"": ""Scorpio Films"", ""id"": 80272}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2004-05-18,0,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7.0,46
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",10914,en,0.137535,"[{""name"": ""New Real Films"", ""id"": 2649}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-09-11,0,89.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",1.0,1
4600000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",50848,fr,6.368933,"[{""name"": ""Canal+"", ""id"": 5358}, {""name"": ""TPS Star"", ""id"": 6586}, {""name"": ""Delante Films"", ""id"": 7694}, {""name"": ""TF1 Droits Audiovisuels"", ""id"": 8350}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",2010-11-24,0,100.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",7.3,93
4700000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",166624,en,0.217538,"[{""name"": ""Rhombus Media"", ""id"": 164}, {""name"": ""Mecanismo Films"", ""id"": 21382}, {""name"": ""Redrum"", ""id"": 41921}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""MX"", ""name"": ""Mexico""}]",2013-09-13,0,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.6,6
4600000,"[{""id"": 18, ""name"": ""Drama""}]",10822,en,3.5318769999999997,"[{""name"": ""Celluloid Dreams"", ""id"": 860}, {""name"": ""Killer Films"", ""id"": 1422}, {""name"": ""John Wells Productions"", ""id"": 1512}, {""name"": ""Montfort Producciones"", ""id"": 2207}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2007-05-18,0,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.7,60
0,"[{""id"": 18, ""name"": ""Drama""}]",10844,en,0.7063550000000001,[],"[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}]",2006-10-12,0,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.9,18
4500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",9336,en,15.002502,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""The Ladd Company"", ""id"": 7965}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1984-03-22,146198896,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.5,602
4500000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",5689,en,22.585384,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1980-07-05,58853106,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.8,408
6000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",712,en,29.834065000000002,"[{""name"": ""Channel Four Films"", ""id"": 181}, {""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1994-03-09,254700832,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.6,632
4500000,"[{""id"": 35, ""name"": ""Comedy""}]",13342,en,20.403344,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Refugee Films"", ""id"": 8794}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982-08-13,27092880,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7.0,322
4500000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",10339,en,5.224593,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Moulin Productions Inc."", ""id"": 14373}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1956-06-27,10400000,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.9,89
15000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",1429,en,30.196039000000003,"[{""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-12-16,13060843,135.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7.2,629
4500000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",9303,en,15.359952,"[{""name"": ""Dino De Laurentiis Company"", ""id"": 10308}, {""name"": ""Spelling Films"", ""id"": 10355}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-09-13,7011317,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.9,198
4500000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",641,en,11.573034,"[{""name"": ""Artisan Entertainment"", ""id"": 2188}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-10-27,7390108,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7.9,2443
0,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",27686,en,1.847822,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1945-08-29,0,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.2,19
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}, {""id"": 10749, ""name"": ""Romance""}]",65749,es,0.425551,"[{""name"": ""Adela Pictures"", ""id"": 40451}]","[{""iso_3166_1"": ""AR"", ""name"": ""Argentina""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",1998-02-12,0,115.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",6.8,6
4500000,"[{""id"": 18, ""name"": ""Drama""}]",6106,en,3.8197959999999997,"[{""name"": ""Hemdale Film"", ""id"": 3952}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1986-04-23,0,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",7.0,71
5000000,"[{""id"": 35, ""name"": ""Comedy""}]",252680,en,10.274542,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Provident Films"", ""id"": 3291}, {""name"": ""Pure Flix Entertainment"", ""id"": 6427}, {""name"": ""Affirm Films"", ""id"": 10156}, {""name"": ""FourBoys Entertainment"", ""id"": 80078}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-03-25,10429707,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.5,121
6000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",141,en,61.210016,"[{""name"": ""Pandora Cinema"", ""id"": 185}, {""name"": ""Flower Films"", ""id"": 2214}, {""name"": ""Adam Fields Productions"", ""id"": 3334}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-01-18,1270522,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7.7,3452
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10769, ""name"": ""Foreign""}]",66607,en,0.17735599999999999,[],[],2011-03-18,0,105.0,[],6.1,18
4500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}, {""id"": 36, ""name"": ""History""}]",17139,nl,0.011696999999999999,"[{""name"": ""First Floor Features"", ""id"": 938}, {""name"": ""Almerica Films"", ""id"": 3259}]","[{""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""BE"", ""name"": ""Belgium""}]",1997-04-17,0,122.0,"[{""iso_639_1"": ""nl"", ""name"": ""Nederlands""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",7.7,25
2000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",12079,en,6.249262,"[{""name"": ""Muse Productions"", ""id"": 15231}, {""name"": ""Brink Films"", ""id"": 18811}, {""name"": ""Silver Nitrate"", ""id"": 23909}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-06-01,0,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.6,132
4500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",39800,en,3.1088810000000002,"[{""name"": ""Werc Werk Works"", ""id"": 53303}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-10-10,744816,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.3,30
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",4550,ko,17.074842999999998,"[{""name"": ""CJ Capital Investment"", ""id"": 946}, {""name"": ""Korea Capital Investment"", ""id"": 1687}, {""name"": ""Moho Films"", ""id"": 1688}, {""name"": ""TSJ Entertainment"", ""id"": 1689}, {""name"": ""Samsung Venture Capital"", ""id"": 1690}, {""name"": ""Ilshin Capital Investments"", ""id"": 1691}, {""name"": ""Centurion Investment"", ""id"": 1692}]","[{""iso_3166_1"": ""KR"", ""name"": ""South Korea""}]",2005-07-29,23803308,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]",7.4,356
0,"[{""id"": 18, ""name"": ""Drama""}]",62116,fr,0.774442,"[{""name"": ""Les Films Alyne"", ""id"": 13907}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",2010-06-09,0,120.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",6.2,13
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",9991,en,8.816995,"[{""name"": ""SKA Films"", ""id"": 13419}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-12-26,0,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",6.0,157
4500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",13807,cn,8.48639,"[{""name"": ""Media Asia Films"", ""id"": 5552}, {""name"": ""Milky Way Image Company"", ""id"": 5632}]","[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}]",2006-09-06,0,110.0,"[{""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}]",7.0,46
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}]",68818,en,5.223096,"[{""name"": ""Quickfire Films"", ""id"": 4186}, {""name"": ""Televisi\u00f3n Espa\u00f1ola (TVE)"", ""id"": 6639}, {""name"": ""Arcadia Motion Pictures"", ""id"": 7543}, {""name"": ""Noodles Production"", ""id"": 7792}, {""name"": ""Canal+ Espa\u00f1a"", ""id"": 9335}, {""name"": ""Instituto de la Cinematograf\u00eda y de las Artes Audiovisuales (ICAA)"", ""id"": 9974}, {""name"": ""Instituto de Cr\u00e9dito Oficial (ICO)"", ""id"": 11427}, {""name"": ""ONO"", ""id"": 40789}, {""name"": ""Ariane Marar\u00eda Films"", ""id"": 53194}, {""name"": ""Nix Films"", ""id"": 53195}, {""name"": ""Eter Pictures"", ""id"": 53196}, {""name"": ""Manto Films"", ""id"": 53197}, {""name"": ""Pegaso Producciones"", ""id"": 53198}, {""name"": ""Ibermedia European Community Program"", ""id"": 53199}, {""name"": ""Audiovisual Aval SGR"", ""id"": 53200}]","[{""iso_3166_1"": ""BO"", ""name"": ""Bolivia""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2011-08-31,623528,98.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",6.6,73
0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",12093,sv,7.759214999999999,"[{""name"": ""Det Danske Filminstitut"", ""id"": 118}, {""name"": ""Memfis Film"", ""id"": 321}, {""name"": ""Film i V\u00e4st"", ""id"": 17513}]","[{""iso_3166_1"": ""DK"", ""name"": ""Denmark""}, {""iso_3166_1"": ""SE"", ""name"": ""Sweden""}]",2002-08-23,0,109.0,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""sv"", ""name"": ""svenska""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",7.7,139
4500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",36419,en,14.570359,"[{""name"": ""Plum Pictures"", ""id"": 2224}, {""name"": ""Harbor Light Entertainment"", ""id"": 6020}, {""name"": ""Lleju Productions"", ""id"": 12410}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-04-09,3606395,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.4,251
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",281730,en,0.371337,[],"[{""iso_3166_1"": ""IN"", ""name"": ""India""}]",2014-06-13,0,134.0,"[{""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",5.3,2
3000000,"[{""id"": 18, ""name"": ""Drama""}]",510,en,127.525581,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Fantasy Films"", ""id"": 286}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1975-11-18,108981275,133.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",8.2,2919
4400000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",362105,en,3.898737,"[{""name"": ""EveryWhere Studios"", ""id"": 68467}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-09-29,0,85.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.9,35
0,"[{""id"": 35, ""name"": ""Comedy""}]",10970,en,7.3159350000000005,"[{""name"": ""Crossbow Productions"", ""id"": 1296}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1976-06-17,0,86.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",6.7,78
4500000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",375290,hi,2.551559,"[{""name"": ""T-Series"", ""id"": 3522}, {""name"": ""Hari Om Entertainment Co."", ""id"": 3942}, {""name"": ""Cape Of Good Films"", ""id"": 35063}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}]",2016-01-22,32000000,126.0,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""ml"", ""name"": """"}]",7.3,57
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",17663,en,8.772574,"[{""name"": ""Sullivan Entertainment"", ""id"": 12296}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1985-12-01,0,199.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",8.2,68
